elite|n. （社会）精英；上层人士；adj. 精英的；出类拔萃的
idiot|n. 白痴；笨蛋
wisdom|n. 智慧；明智；学问
wit|n. 机智（的人）；风趣（的人）；才智；头脑；智慧
aptitude|n. 天资；天赋；才能
capable|adj. 有能力的
excellent|adj. 优秀的；杰出的；卓越的
outstanding|adj. 杰出的；尚未处理的
brilliant|adj. 光辉的；明亮的；灿烂的；卓越的；极好的
prestige|n. 声望；威望；威信
reputation|n. 名声；名誉
eminent|adj. 著名的；非凡的；杰出的
notorious|adj. 声名狼藉的；臭名昭著的
esteem|v. 尊重；尊敬；n. 尊重；尊敬
respect|v. 尊重；尊敬；遵从；n. 尊重；尊敬；方面
diligent|adj. 勤勉的；勤奋的
painstaking|adj. 辛苦的；苦干的
skill|n. 技能；技巧；技术
approach|v. 接近；靠近；临近；处理；n. 方法；接近；靠近；路径
scheme|n. 阴谋；计划；v. 密谋；策划
headmaster|n. 校长
principal|adj. ¸重要的；主要的；本金的；n. 负责人；首长；校长；本金
dean|n. 学院院长；系主任
faculty|n. 才能；能力；全体教员；院系
professor|n. 教授；导师
scholar|n. 学者；奖学金获得者
scientist|n. 科学家
mentor|n. 导师；顾问；v. 指导；辅导
tutor|n. 导师；家庭教师；v. 当家教；指导；辅导
lecturer|n. 演讲者；讲师；授课老师
assistant|n. 助理；助手；adj. 助理的；辅助的
candidate|n. 候选人；应试者
degree|n. 度；程度；学位
qualify|v. 使合格；使具有资格
certify|v. 证明；保证；证实
license|n. 许可证；执照；v. 发许可证
permit|v. 允许；准许；n. 通行证；许可证；执照
diploma|n. 毕业文凭；学位证书
diplomat|n. 外交官；会耍手腕儿的人
ambassador|n. 大使
pupil|n. 小学生；瞳孔
graduate|n. 大学毕业生；学士学位获得者；v. 毕业
ceremony|n. 仪式；典礼
bachelor|n. 未婚男子；单身汉；学士（本科）
master|n. 主人；硕士；v. 掌握；精通
doctor|n. 医生；博士；v. 篡改
fresher|n. 大学一年级新生；新鲜人；adj. 新鲜的；“fresh”的比较级
sophomore|n. （大学）二年级学生
junior|adj. 年幼的；（职位或等级）较低的；n. 年幼者
senior|adj. 高级的；年长的；资深的；n. 上司；年长者；大四学生
alumni|n. 校友；“alumnus”的复数
campus|n. （大学、学院的）校园
orientation|n. 方向；定位；取向；岗前训练；入学介绍
platform|n. 平台；站台；月台
coed|n. （男女同校学校的）女学生；adj. 男女同校的
register|v. 注册；登记；n. 登记簿；现金出纳机
roster|n. 花名册；勤务簿
enrol|v. 登记；注册；招收；（使）加入
matriculation|n. 入学考试；大学入学许可；录取入学
accommodation|n. 住处；工作场所；停留处；膳宿；（交通工具内的）空间
dorm|n. (集体)宿舍
dining hall|phrase. 餐厅；食堂
canteen|n. 食堂
laboratory|n. 实验室
experiment|n. 实验；试验；v. 做试验；进行实验
data|n. 数据；资料
quantity|n. 量；数量；大量
quality|n. 质量；素质；品质
library|n. 图书馆
literature|n. 文学；文学作品
article|n. 文章；物品；项目；条款；冠词
author|n. 作者
tale|n. 故事；叙述；传说
fiction|n. 小说；虚构
story|n. 故事；小说； 轶事；假话
diary|n. 日记
poetry|n. 诗歌；诗作
magazine|n. 杂志
journal|n. 日志；日记；期刊；杂志
coverage|n. 覆盖范围；新闻报道
bibliography|n. 参考书目；书籍学；文献学
encyclopedia|n. 百科全书
biography|n. 传记
documentary|adj. 记录的；文书的；纪实的；n. 纪录片
series|n. 连续；系列
record|n. 记录；唱片；v. 记录；录制
file|n. 文件；档案；锉；v. 把…归档； 用锉£锉；提出（离婚诉讼或其他讼案）
profile|n. 侧面像；轮廓；简介；受公众注意的程度
draft|n. 草稿；v. 起草；草拟
sketch|n. 草图；素描；概述；v. 草拟；速写；简述
brochure|n. 小册子；手册；指南
manual|n. 说明书；指南；adj. 手工的；体力的
frame|n. 框架；结构；骨架；模式；v. 制定；框住；陷害；表达
index|n. 指标；索引；指数
catalogue|n. 目录
category|n. 类别
inventory|n. 详细目录；清单；储备；存货
content|n. 内容；含量；目录；adj. 满足的；v. 使满意
context|n. 上下文；语境；环境
list|n. 表；名单；v. 列出；（船）倾斜
chapter|n. 篇章
volume|n. 卷；册；体积；音量
reel|n. 卷筒；卷轴；卷盘；线轴；v. 卷；绕；踉跄；摇摇晃晃地挪动；蹒跚
subject|n. 主题；话题；学科；对象
object|n. 物体；目的；对象；宾语；v. 反对；有意见；讨厌
major|adj. 主要的；较多的；成年的；大调的；n. 主修课；成年人；少校；大调；v. 主修
minor|adj. 小的；次要的；轻微的；小调的；n. 未成年人
sociology|n. 社会学
politics|n. 政治；政治学
economics|n. 经济学；经济
marketing|n. 营销；促销；销售活动
accounting|n. 会计；会计学；v. 解释说明；“account”的现在分词
audit|v. 审计；查账；n. 审计；查账
statistics|n. 统计学；统计数字
psychology|n. 心理学；心理
philosophy|n. 哲学
logic|n. 逻辑
biology|n. 生物学
physics|n. 物理学
chemistry|n. 化学
agriculture|n. 农业
logistics|n. 物流；（军事）后勤学
geography|n. 地理；地理学
history|n. 历史；历史学
engineering|n. 工程；工程学
mechanics|n. 力学；机械学；构成法；运作方式；n. 技工；机械师；机修工；“mechanic”的复数
electronics|n. 电子学；电子器件
maths|n. 数学
arithmetic|n. 算术
geometry|n. 几何学
algebra|n. 代数
calculus|n. （人体内的）结石；微积分学
plus|prep. 加；加上；conj. 加；和；并且；adj. 正的；加的；超过的；n. 加号；正数；优势
sum|n. 总数；算术；金额；v. 概括
total|n. 总额；总计；v. 共计；总数达；adj. 总的；全部的
merger|n. 合并；兼并
equation|n. 方程式；等式
identical|adj. 相同的；同样的
minus|adj. 零下的；负的；n. 减号；负号；缺点；prep. 减去
subtract|v. 减去；扣除
multiply|v. 乘；增加；繁殖
divide|v. 分开；分隔；除以
dividend|n. 被除数；股份红利；股息
remainder|n. 剩余物；其余的人；余数；v. 廉价出售
rational|adj. 理性的；理智的；合理的
parameter|n. 参数；参量；决定因素；界限
variable|adj. 可变的；易变的；不稳定的；n. 变量；易变的东西
even|adv. 甚至；甚至于；adj. 偶数的；平坦的；v. 使平均；使相等；使平坦
odd|adj. 奇怪的；奇数的；不成对的；不经常的；adv. （用于数字后）大约
mean|v. 意思是；打算；导致；有意；对…严肃认真；adj. 低劣的；吝啬的；平均的；n. 平均数；中庸；居中
double|n. 两倍；v. （使）加倍；是…的两倍；把…对折
triple|adj. 三部分的；三方的；三倍的；n. 三倍的数；三个一组；v. 成为三倍；使增至三倍
quadruple|adj. 四倍的；四重的；n. 四部分；v. 成四倍；翻两番
multiple|adj. 多样的；多种的；n. 倍数
maximum|n. ¸大限度；¸大量；adj. ¸多的；¸大极限的
minimum|n. ¸小值；adj. ¸小量的
approximately|adv. 大约；大概
chart|n. 图表；v. 作图；记录；制定
graph|n. 图表；曲线图
diagram|n. 图表；图解
table|n. 桌子；台子；表格；v. 把…列入议事日程；搁置
matrix|n. 母体；发源地；矩阵
rectangle|n. 矩形；长方形
cube|n. 立方体；立方
angle|n. 角；角度；视角；v. 斜放；运用手段获得
triangle|n. 三角形；三角形物
diagonal|adj. 对角线的；斜的；n. 对角线；斜线
straight|adj. 直的；笔直的；正直的；率直的；adv. 直；径直；直接
circle|n. 圆；圈；v. 圈出；环绕
round|adj. 圆的；球形的；十足的；adv. 环绕；附近；prep. 环绕；在…周围；n. 圆；圆形物；巡回；回合；v. 绕过；拐过；使成圆形
dot|n. 小圆点；点；v. 在...上加点
sphere|n. 球体；范围
cone|n. 圆锥体；圆锥形物；球果；松球
extent|n. 长度；广度；程度
width|n. 宽度
length|n. 长度
decimal|adj. 小数的；十进位的；n. 小数
per cent|n. 百分之…
proportion|n. 比例；份额
rate|n. 比率； 率；速度；进度；价格；费用；地方税；等级；v. 估价；值得；定级；（被）认为；被评价
ratio|n. 比率；比值
fraction|n. 小部分；分数
scale|n. 规模；等级；秤；刻度；比例（尺）；v. 改变…大小；攀登
ounce|n. 少量；盎司
density|n. 浓密；密度
Fahrenheit|adj. 华氏温度计的；n. 华氏温度计
mercury|n. 水银；汞
battery|n. 电池；一组；一连串
volt|n. 伏特
radiate|v. 散发；发射（光或热）；辐射
emit|v. 发出；发射
transparent|adj. 透明的；显然的
hollow|adj. 中空的；空洞的
ozone|n. 臭氧
gravity|n. 重力；地心引力；严重性
friction|n. 摩擦；不和；争执
eccentric|adj. 古怪的；偏离轨道的；n. 怪人；偏离轨道运行
displace|v. 取代；移置；免职；迫使…离开家园
boil|v. 沸腾；煮；煮沸；n. 煮沸；沸点
melt|v. （使）融化；（使）熔化
dissolve|v. 溶解；解散；散去；失控
rust|n. 铁锈；v. 生锈
ferment|n. 发酵；酵素；动乱；v. （使）发酵；动乱
dilute|v. 稀释；adj. 经稀释的
acid|adj. 酸的；酸性的；刻薄的；n. 酸
noxious|adj. 有害的；有毒的；可憎的
static|adj. 静止的；不变的；n. 静电
inert|adj. 无行动的；无生气的；惰性的
inherent|adj. 固有的；内在的；天生的
formula|n. 公式；配方；方案；分子式
component|n. 成分；部分；零件；adj. 组成的；构成的
compose|v. 创作；组成；使镇定
mixture|n. 混合物；混合
blend|v. 混合；配合；融合
theory|n. 理论；学说
empirical|adj. 经验主义的；以经验为根据的
practical|adj. 实际的；实践的；实用的
doctrine|n. 学说；教义；教条
principle|n. 原则；原理
discipline|n. 纪律；训练；惩戒；学科；科目；v. 训练；约束自己；惩罚
term|n. 学期；术语；措辞；期限；条款；v. 把…称作；把…叫做
semester|n. 一学期；半学年
timetable|n. 时间表；时刻表；课程表
schedule|n. 日程表；时间表；v. 安排
deadline|n. ¸终期限
course|n. 课程；过程；一道菜；v. 快速流动；（思想或感情）涌动
lesson|n. 课；功课；课程；教训
curriculum|n. 课程
seminar|n. 研讨会；专题讨论
forum|n. 古罗马城镇的广场；论坛；讨论会
syllabus|n. 教学大纲；摘要
system|n. 系统；体系
rudimentary|adj. 基本的；初步的；未充分发展的
basic|adj. 基本的；基础的
fundamental|adj. 基本的；基础的；根本的；n. 基本原则；基本原理
elementary|adj. 基本的；初级的
profound|adj. 深刻的；渊博的；深奥的；深远的
surface|n. 表面；v. 显露；给…铺路面
compulsory|adj. 强制的；必须做的
prerequisite|n. 前提；先决条件；adj. 首要必备的
selective|adj. 选择的；选择性的；精挑细选的
elective|adj. 选举的；选修的；可选择的；n. 选修课程
assignment|n. 分配；指派；任务；作业
submit|v. 提交；屈服
preview|n. 预审；预看；试映；预习；v. 预映；预看；预习；写预评
review|n. 回顾；复习；审查；评论；v. 回顾；复习；审核；评论
revise|v. 修正；温习；校订
inspect|v. 检查；视察
consult|v. 咨询；查询；请教
skim|v. 撇去；略读；掠过
scan|v. 扫描；浏览；审视；细看；n. 扫描；浏览；扫描图
scrutinise|v. 详细检查；仔细察看
recite|v. 背诵；吟诵；细述
dictate|v. 听写；口授；命令；支配；影响；n. 指令
examination|n. 考试；检查；审查
test|v. 试验；测试；n. 试验；测验
quiz|n. 小测验；知识竞赛
presentation|n. 演出；展示；陈述；报告
plagiarise|v. 抄袭；剽窃
copy|n. 复制品；副本；v. 复制；拷贝
print|v. 打印；印刷；n. 打印；印刷
thesis|n. 论点；论文
essay|n. 散文；文章；尝试；企图；v. 企图；尝试
paper|n. 纸；报纸；论文；试卷；v. 用墙纸贴
dissertation|n. 专题论文；学位论文
project|n. 计划；方案；项目；课题；v. 预计；计划；投射；突出
heading|n. 标题；v. 前进；朝向；“head”的现在分词
outset|n. 开端；起始
outline|n. 轮廓；纲要；v. 描画轮廓；概述
point|n. 点；观点；要点；分数；v. 指向；指出；弄尖；瞄准
gist|n. 要点；大意；主旨
opinion|n. 意见；看法；观点
introduce|v. 介绍；引进
reference|n. 提及；涉及；参考；引用；介绍信
cite|v. 引用；提及，举例，引证；传讯
elicit|v. 引出；诱出；探出
quote|v. 引用；报价；n. 引用；引文；报价
extract|n. 提取物；摘录；精华；节录；v. 拔出；提取；摘录
abstract|adj. 抽象的；非具体的；深奥的；v. 提取；抽取；作…的摘要；n. 摘要；概要；抽象派艺术作品
summary|n. 总结；摘要
assume|v. 假定；设想；呈现；承担
presume|v. 假设；假定；设想；冒昧
suppose|v. 认为；假设；猜想
hypothesis|n. 假设；假说
postulate|v. 假定；要求；n. 假定；假设
speculate|v. 推测；思索；投机
predict|v. 预言；预测
perceive|v. 察觉；理解；发觉
detect|v. 察觉；查出；测出
discern|v. 辨明；识别；洞悉
recognise|v. 认出；意识到；承认
conscious|adj. 有意识的；有知觉的；刻意的
reckon|v. 计算；估计；认为；考虑到
deem|v. 认为；觉得
imply|v. 暗示；意味
deliberate|adj. 深思熟虑的；故意的；v. 深思熟虑；仔细考虑
represent|v. 代表；表现；体现；相当于
insist|v. 坚持；坚决要求
persist|v. 坚持；持续
understand|v. 理解
comprehend|v. 理解；领会；包含
analyse|v. 分析
diagnose|v. 诊断
infer|v. 推断；推知
deduce|v. 推断；演绎；推论
conclude|v. 推断出；得出结论；结束
analogy|n. 类比；类推；相似
compare|v. 比较；对比；比喻
contrast|n. 对照；反差；对立；v. 对比；和...形成对照
overlap|v. 交叠；使部分重叠；n. 重叠部分
contradiction|n. 矛盾；不一致；反驳
disagree|v. 不同意；不一致；不适合；不符
differ|v. 与…不同；与…相异
diverse|adj. 多种多样的；不同的
nuance|n. 细微差别
inductive|adj. 诱导的；归纳的；感应的
detail|n. 细节；详情；详细；v. 详述；细说；派遣
thorough|adj. 彻底的；完全的；详尽的
example|n. 例子；实例；榜样
instance|n. 例子；场合；情况
confirm|v. 证实；确认；批准
demonstrate|v. 演示；展示；证明；示威
illustrate|v. （举例）说明；给（书籍、杂志等）加插图
manifest|v. 表明；显现；使人注意到；adj. 明显的；n. 载货单；旅客名单
prove|v. 证明；证实
determine|v. 决心；决定；测定；确定
decide|v. 决定
resolve|v. 决心要；解决；（使）分解；n. 决心
survey|v. 调查；勘测；n. 调查；勘测
research|n. 研究；探索；调查；v. 研究；调查；探讨
observe|v. 观察；注意到；遵守；评论；庆祝
inquire|v. 询问；调查
query|n. 询问；疑问；问号；v. 询问；怀疑
questionnaire|n. 调查问卷；调查表
achieve|v. 完成；实现；达到；获得
accomplish|v. 完成；实现
attain|v. 达到；获得
credit|n. 赞扬；荣誉；赊账；信用；贷款；学分；v. 相信；给银行账户上存钱
score|n. 得分；分数；二十；总谱；乐谱；v. 得分；记分
mark|n. 记号；痕迹；分数；v. 做标记；（使）留痕迹；评分
grade|n. 等级；年级；级别；v. 分等级；给…评分
rank|n. 列；排；行列；阶层；等级；军衔；v. 排列；分类；分等级；adj. 繁茂的；恶臭的；讨厌的；极端的
row|n. 排；划船；吵闹；v. 划船；吵架
queue|n. 行列；长队；v. 排队
grant|v. 允许；承认；授予；n. 授予物；补助金
praise|v. 赞美；赞扬；n. 赞美；赞扬
appreciate|v. 欣赏；理解；感激；增值
feedback|n. 反馈
underestimate|v. 低估；对…估计不足；n. 低估；轻视
overestimate|v. 过高估计；n. 过高的估计
apply|v. 申请；应用；涂，敷
fellowship|n. 伙伴关系；情谊；团体；联谊会；奖学金
scholarship|n. 奖学金；学问；学识
reward|n. 奖励；报酬；v. 奖励；回报
award|v. 颁奖；授予；裁定；n. 奖品；裁定
prize|n. 奖赏；奖品；奖金；战利品；v. 珍视；珍藏；估价
fee|n. 费用
technology|n. 科技；技术
technique|n. 技术；工艺；技巧；技艺
polytechnic|n. 工艺专科学院；理工专科学院；adj. 工艺的
engineer|n. 工程师；机械师；v. 设计（工程）；策划
mechanic|n. 技工；机械师；机修工
advance|n. 发展；进步；提前；v. 前进；发展；提前；adj. 预先的；在前的
innovate|v. 改革；创新
breakthrough|n. 突破；突破性进展
gizmo|n. 小发明
patent|n. 专利；专利权；专利证书；adj. 有专利的；受专利保护的
devise|v. 想出；设计；发明
invent|v. 发明；创造
discover|v. 发现；查明；发觉
disclose|v. 揭露；透露；泄露
reveal|v. 揭露；泄露；（使）显露；n. （电视节目¸后的）揭示
uncover|v. 揭开；揭露
expose|v. 暴露；揭露；使遭受
domain|n. 领地；范围；领域
realm|n. 领域；王国
foundation|n. 创建；基础；根据；基金（会）
specialise|v. 专用于；专门研究
concentrate|v. 集中；浓缩；n. 浓缩液
focus|n. 中心点；焦点；v. 集中；聚焦
utilise|v. 利用
usage|n. 使用；用法
tester|n. 测试仪；测试器；测试员；试验员
device|n. 设备；装置；手段；策略；方法
appliance|n. 家用电器；器具
facility|n. 设施；特定场所；特色功能；资质
equipment|n. 设备；装备
instrument|n. 仪器；乐器；工具；手段；法律文件
tool|n. 工具；£具；器具；v. 用工具加工
gauge|n. 测量仪器；规格；计量器；评估；v. 测量；评估
measure|n. 衡量；量度；措施；方法；v. 测量；衡量；度量
calculate|v. 计算；推测
compute|v. 计算；估计；运算
count|v. 计算；清点；看作；有价值；n. 计数；计算
estimate|v. 估算；估价；n. 估价；估算
assess|v. 评定；评估；估算
evaluate|v. 估价；评价
accessory|n. 配件；附件；从犯；adj. 附属的
byproduct|n. 副产品；副产物
auxiliary|adj. 辅助的；附属的；n. 辅助物；附属物；助动词
versatile|adj. 多才多艺的；有多种技能的；多方面的
add|v. 加；增加
accumulate|v. 积累
assemble|v. 装配；集合
gather|v. 聚集；集合
attach|v. 系上；贴上；附加；使依附；使相关；隶属于
belong|v. 应在（某处）；属于
optics|n. 光学
microscope|n. 显微镜
lens|n. 透镜；镜片
radar|n. 雷达
echo|n. 回声；v. 回响
sensor|n. 传感器；敏感元件
multimedia|adj. 多媒体的；n. 多媒体
network|n. 网络；网路；网状物
browser|n. 浏览器；浏览（书本等）的人
dial|n. 拨号；刻度盘；v. 拨
microcomputer|n. 微型计算机
laptop|n. 便携式电脑；笔记本电脑
software|n. 软件
keyboard|n. 键盘
screen|n. 屏幕；屏风；掩蔽物；v. 筛查；掩蔽；放映
loudspeaker|n. 扬声器；喇叭
microphone|n. 麦克风；扩音器
cassette|n. 盒子；盒式磁带
tape|n. 磁带；胶带；录音带；带子；v. 录音；用带子捆；用胶带粘
binary|n. 二进制；二元；adj. 二进位的；二元的
digital|adj. 数字的；数码的
wireless|adj. 无线的；n. 无线电；（无线电）收音机
high-definition|adj. 非常鲜明的
audio|adj. 音频的；声音的
vision|n. 视野；视力；想象；幻象
fantasy|n. 幻想；奇幻
science fiction|phrase. 科幻作品
pump|n. 泵；抽水机；打气机；v. 抽水；打气
generator|n. 发电机；发生器
gear|n. 用具；齿轮；排挡；v. 换挡；调整；（使）适合
pivot|n. 枢；中心；旋转；v. 在枢轴上转动；以…为中心
hydraulic|adj. 水力的；水压的；液压的
drainage|n. 排水；排水系统；放水
sewage|n. 污水；污物；下水道
ventilation|n. 通风；通风装置
compress|v. 压缩；压榨；n. （外科）敷布
condense|v. （使）冷凝；浓缩；删节以求精简
refine|v. 精炼；改进
simplify|v. 简化
purify|v. 净化；使纯净；提纯
filter|n. 过滤器；v. 过滤
distil|v. 蒸馏；用蒸馏法提取；提炼
mode|n. 方式；样式；模式
prototype|n. 原型；模型；典型
framework|n. 骨架；支架；框架
aspect|n. 方面；模样；朝向
phase|n. 阶段；时期；相位；v. 分阶段进行
operate|v. 操作；运转；施行手术
facilitate|v. 使容易；使便利；促进；帮助
transform|v. 转变；改造
convert|v. 转换；转变；变换；使...改变信仰；n. 皈依者
alter|v. 变更；改动
shift|v. 变换位置；转移；换（挡）；轮班；n. 转移；移位；转变；轮班
turn|v. 转身；转弯；转动；转变；n. 轮到的机会；拐弯；转变
adapt|v. 适应；改编
adjust|v. 调整；使适合；使适应
pinpoint|v. 指出（原因）；精准定位；n. 极小之物；精确位置；adj. 精准的
accurate|adj. 精确的；无误的
precise|adj. 准确的；确切的
correct|adj. 正确的；v. 改正；修正
error|n. 错误；差错
mistake|n. 错误；失误；v. 弄错；误解
flaw|n. 瑕疵；缺陷；裂痕；v. 使有裂纹；使有缺陷
wrong|adj. 错误的；n. 错误；adv. 错误地
fault|n. 故障；过错；缺陷；断层；v. 发现错误；找出缺点
stumble|v. 绊倒；蹒跚；失误 ；n. 绊倒
contingency|n. 偶然事故；意外事件
circumstance|n. 环境；情况
culture|n. 文化；培养
civilisation|n. 文明；文化
renaissance|n. 复兴
epic|n. 史诗；叙事诗；adj. 史诗的；叙事诗的；宏丽的
ideology|n. 意识形态；思想体系
tradition|n. 传统；惯例
convention|n. 习俗；大会；协定
custom|n. 习俗；习惯
feudalism|n. 封建主义；封建制度
slavery|n. 奴隶制；奴隶身份
ethical|adj. 伦理的；道德的
moral|adj. 道德的；道义上的；n. 寓意；道德
tribe|n. 部落；部族
aboriginal|adj. 土著的；原始的；n. 土著居民
inhabitant|n. 居住者；居民
native|adj. 本土的；当地的；天生的；n. 土著；本地人；本国人
local|adj. 局部的；本地的
exotic|adj. 外来的；外国来的；奇异的
foreigner|n. 外国人；外来人
alien|n. 外星人；外国人；外侨；adj. 外国的；陌生的；相异的
anthropologist|n. 人类学家
humanitarian|n. 人道主义者；慈善家；adj. 人道主义的；慈善的
heritage|n. 遗产；继承物；传统
inherit|v. 继承；遗传
antique|n. 古董；古代文物；adj. 古老的；过时的
archaeology|n. 考古学
excavate|v. 挖掘；发掘
museum|n. 博物馆
pottery|n. 陶器；陶土；陶器作坊；制陶手艺
engrave|v. 在…上雕刻；铭记
decorate|v. 装饰；装修
religion|n. 宗教
ritual|n. （宗教等的）仪式；典礼；例行习惯；adj. 仪式的；惯常的；例行公事的
etiquette|n. 礼仪；礼节
belief|n. 信仰；信念
soul|n. 灵魂；心灵
spirit|n. 精神；情绪；人物；灵魂；心灵；勇气；酒精；v. 神秘地带走
sacred|adj. 宗教的；神圣的；庄严的
hallowed|adj. 神圣化的； 受崇敬的
holy|adj. 神圣的；圣洁的
Pope|n.  教皇；罗马教皇
bishop|n. 主教；（国际象棋的）象
missionary|n. 传教士；adj. 传教（士）的
priest|n. 牧师；神父；教士
Bible|n. 《圣经》
church|n. 教堂
cathedral|n. 大教堂
choir|n. 唱诗班；合唱
monk|n. 僧侣；修道士
temple|n. 庙宇；太阳穴
pagoda|n. 塔；宝塔
empire|n. 帝国
imperial|adj. 帝国的；皇帝的；英制的（度量衡）
royal|adj. 皇家的；盛大的
dynasty|n. 朝代；王朝
chronology|n. 年代学；年表；按年代次序的排列
emperor|n. 皇帝；帝王
king|n. 国王
queen|n. 女王；王后
prince|n. 王子；君主
princess|n. 公主；王妃
majesty|n. ¸高权威；王权；威严
nobility|n. 贵族阶级；高贵的身份；高贵；高尚
lord|n. 主；上帝；勋爵；统治者
knight|n. 骑士；（英国）爵士；武士
guardian|n. 保护人；监护人
nostalgia|n. 怀恋；怀旧；乡愁
homesick|adj. 思乡的；想家的
celebrity|n. 名人；名声
status|n. 地位；身份；状态；职称；重要性
background|n. 背景；经历
experience|v. 经历；体验；n. 经验；阅历
anecdote|n. 趣闻；轶事
accident|n. 意外；事故；意外事件
incident|n. 事件；事变
thrive|v. 兴旺；繁荣；茁壮成长
prosperity|n. 繁荣；兴旺
setback|n. 退步；挫折
adversity|n. 逆境；不幸
language|n. 语言
symbol|n. 符号；象征；标志
sign|n. 标志；符号；告示牌；手势；征兆；v. 签名；做标记
gesture|n. 手势；姿态；姿势
handwriting|n. 笔迹；手写
pictograph|n. 象形文字；象形图；古代石壁画
wedge|n. 楔子；三角木；楔形物；v. 把…楔住 ；将…挤入（或塞进、插入）
knot|n. （树） 节；结；郁结；群；簇；节；v. 打结；使纠结；紧绷；使痉挛
linguistics|n. 语言学
semantic|adj. 语义的
syntax|n. 句法；句子结构学；语构；语法
grammar|n. 语法
phonetics|n. 语音学；adj. 语音的；发音的
pronounce|v. 发音；宣告
intonation|n. 语调；声调；音准
inflection|n. 变音；转调；曲折变化
dialect|n. 方言；地方话
accent|n. 口音；腔调；v. 强调；重读
utterance|n. 言辞；言语；言论
oral|adj. 口述的；口头的
verbal|adj. 口头的；语言的；用词的；动词的
syllable|n. 音节
phoneme|n. 音位
vowel|n. 元音；母音
consonant|n. 辅音；辅音字母；adj. 一致的；相符的
alphabet|n. 字母表
logogram|n. 词符
vocabulary|n. 词汇量；词汇表
dictionary|n. 词典；字典
idiom|n. 成语；习语；惯用语
phrase|n. 短语；词组；v. 叙述；措辞
clause|n. 从句；条款
expression|n. 表达；表情；措辞
tense|adj. 紧张的；拉紧的；n. 时态
prefix|n. 前Ð；v. 在…前面加
suffix|n. 后Ð；词尾
abbreviation|n. 缩写；略号
synonym|n. 同义词
antonym|n. 反义词
noun|n. 名词
singular|adj. 单数的；单个的；特异的
plural|n. 复数；adj. 复数的；多元的
pronoun|n. 代词
verb|n. 动词
adjective|adj. 形容词的；n. 形容词
adverb|n. 副词
preposition|n. 介词
conjunction|n. 联合；连接词；同时发生
consistent|adj. 一致的；始终如一的
complicated|adj. 复杂的
complex|adj. 复杂的；费解的；n. 综合楼（群）；情结
compile|v. 汇编；编制
version|n. 版本；样式
translate|v. 翻译；转化
paraphrase|v. 意译；解释；改述；n. 释义；意译；改述
interpret|v. 口译；把…理解为；解释
narrate|v. 叙述；给（电视或电影）作旁白
illuminate|v. 照亮；阐明；解释
decipher|v. 破译；解读；n. 密电译文
eloquence|n. 雄辩；口才
communicate|v. 沟通；交流
discussion|n. 讨论；商讨
brainstorm|v. 脑力激荡；集思广益；n. 计上心头；集体研讨
debate|v. 辩论；争论；n. 辩论；争论
commentary|n. 解说词；评论；实况报导
negotiate|v. 谈判；协商；通过；越过
contention|n. 争论；论点；争辩
medium|n. 媒介；方法；adj. 中等的；适中的
press|v. 按；压；n. 按；压；出版社；新闻界
journalist|n. 新闻记者
critic|n. 评论家；批评者
commentator|n. 评论员；解说员
exponent|n. 阐述者；拥护者；代表者；指数
announcer|n. 广播员；告知者；报幕员
correspondent|n. 通讯记者；通信者
messenger|n. 送信者；通信员
editor|n. 编辑（者）；剪辑员
typist|n. 打字员
handout|n. 施舍物；救济品；印刷品；讲义
leaflet|n. 传单；单页宣传品；复叶的一叶；v. 散发传单
propaganda|n. 宣传
publish|v. 发布；出版
disseminate|v. 传播；散播；扩散
foresee|v. 预见；预知
anticipate|v. 预料；预期；期望；抢先；提前使用
expect|v. 期待；期望；预期
await|v. 等待
pastime|n. 消遣；娱乐
entertain|v. 娱乐；使快乐；款待；心存；怀有
recreation|n. 消遣；娱乐
amuse|v. 逗乐；娱乐；消遣
gossip|n. 流言蜚语；爱说长道短的人；闲话；v. 散播（流言蜚语）
rumour|n. 谣言；v. 谣传
consensus|n. 一致；共识
festival|n. 节日
feast|n. 盛宴；宴会；节日；享受；v. 尽情享用（美味佳肴）；款宴；享乐
programme|n. 节目；计划；程序；v. 安排；计划；编程
rehearsal|n. 排练；预演
perform|v. 表演；执行；履行；表现
imitate|v. 模仿；仿效
mimic|v. 模仿；模拟；n. 模仿者；仿制品；adj. 模仿的；摹拟的
simulate|v. 假装；冒充；模仿；模拟
circus|n. 马戏团
magic|n. 魔术；魔法；adj. 魔术（似）的；神奇的
drama|n. 戏剧；话剧
concert|n. 音乐会；演奏会；一致；和谐；v. 协调一致行动
symphony|n. 交响乐；交响曲
orchestra|n. 管弦乐队
ballet|n. 芭蕾舞；芭蕾
opera|n. 歌剧
comedy|n. 喜剧
tragedy|n. 悲剧；灾难；惨事
animation|n. 活跃；生气；兴奋；动画
film|n. 电影；底片；薄薄的一层；v. 拍摄电影
movie|n. 电影
X-rated|adj. X级的
artist|n. 艺术家；画家
craftsman|n. 工匠；手艺人；匠人
painter|n. 画家；油漆工
role|n. 角色；职能；作用
scene|n. 场景；现场；景色
stage|n. 阶段；时期；舞台；v. 举行；上演
gallery|n. 画廊；美术馆
exhibition|n. 展览；展出
aesthetic|adj. 审美的；美学的
collect|v. 收集
select|v. 选择；挑选；adj. 精心挑选的
opt|v. 选择；决定
photograph|n. 照片；相片；v. 照相；拍照
portrait|n. 肖像；画像
painting|n. 绘画；油画；v. 刷油漆；用颜料画；“paint”的现在分词
